ui.menu|Menu
467|No iOS a transferência e as funções Free são gratuitas; o Premium requer uma compra única, sem subscrição. No Android os botões de emergência rápida continuam gratuitos, com as limitações indicadas na <a href="versioni.html">comparação</a>. Consulte as lojas para ver o preço das aplicações.
468|A localização fica visível durante 24 horas em todas as aplicações?
469|A duração depende da aplicação e da versão. No iOS Free é de 30 minutos; no iOS Premium vai de 1 minuto a 24 horas. O AI help You chega às 24 horas; o Proteggimi Android e o AIuto SOS watch4help™ indicam 30 e 60 minutos, respetivamente. Verifique as opções da aplicação instalada.
470|O smartwatch tem de estar sempre perto do telemóvel?
471|No Wear OS pode escolher entre a aplicação complementar do telemóvel e o AIuto SOS watch4help™, autónomo, que usa a ligação do relógio. A aplicação complementar para Apple Watch funciona com o iPhone emparelhado: Telegram e localização podem partir mesmo com o iPhone bloqueado; para as outras ações Premium a aplicação do iPhone tem de estar em primeiro plano. Está prevista uma aplicação AIutoSOS dedicada ao Apple Watch.
472|O botão funciona sem smartphone?
473|Não. O button4help™ comanda uma aplicação no smartphone emparelhado: o telemóvel tem de estar ligado e acessível por Bluetooth. Se precisar de uma solução sem telemóvel, existe a aplicação autónoma <a href="prodotti.html#aiuto-sos">AIuto SOS watch4help™</a> para Wear OS, cujas funções dependem da conectividade do relógio.
474|Em que é diferente de um AirTag ou de um localizador?
475|Os localizadores GPS ou Bluetooth servem para encontrar objetos e animais através da rede AirTag da Apple ou da do Android. O button4help™ não pode ser localizado: é um botão que, premido durante uns segundos, dispara a emergência na aplicação. Contém apenas um módulo Bluetooth Low Energy e uma pilha tipo botão, por isso é tão pequeno. É também diferente dos clássicos botões SOS para idosos.
476|Onde o compro e com que aplicações funciona?
477|Compra-se no <a href="https://it.aliexpress.com/item/1005008509583971.html" target="_blank" rel="noopener">AliExpress</a>, a um vendedor terceiro: o no pAIn™ não o vende. Funciona com o AI help You no Android e com o no pAIn™ no iPhone. Se tiver dúvidas sobre a compatibilidade com o seu telemóvel, <a href="mailto:agostino.giorgio@poliba.it" data-mail="private">escreva ao projetista</a>.
478|As fotografias do botão mostram o dispositivo atual. As imagens promocionais com pendentes em forma de coração ou outras joias ilustram possibilidades de design: a disponibilidade e as características destes acessórios têm de ser confirmadas com o projetista.
479|Ligação e privacidade
480|“IA offline” significa que não é precisa ligação?
481|O reconhecimento local das palavras-chave não envia o áudio para um serviço na cloud. O envio dos alertas é um passo diferente: Telegram e WhatsApp precisam de internet; SMS e chamadas dependem da rede e do tarifário do operador. A ligação entre o acessório e o telemóvel também tem de estar disponível.
482|As conversas são gravadas?
483|O programador declara que o microfone serve para o reconhecimento local das palavras-chave, sem gravar áudio, e que os contactos e as definições ficam no dispositivo. Os alertas usam, ainda assim, serviços externos, como operadores telefónicos e o Telegram, com as respetivas políticas de privacidade. Consulte a <a href="https://poliba.wixsite.com/no_pain_privacy" target="_blank" rel="noopener">política de privacidade de cada aplicação</a>.
484|É preciso criar uma conta?
485|Não. As aplicações não pedem conta, início de sessão nem cloud própria: as definições e os contactos ficam no seu telemóvel.

486|O projeto num relance
487|A inteligência artificial contra a violência de género.
488|Este cartaz resume o projeto no pAIn™: a inteligência artificial ao serviço da prevenção, ferramentas digitais discretas que a protegem onde quer que esteja e uma aplicação para cada dispositivo, com aplicações complementares para smartwatch.
489|<a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.aibutton" target="_blank" rel="noopener">AIuto SOS — watch4help™ ↗</a> para smartwatches Wear OS
490|<a class="link-arrow" href="https://apps.apple.com/it/app/no-pain/id6756390159" target="_blank" rel="noopener">no pAIn™ ↗</a> para iPhone, em 12 idiomas
491|<a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.nopain" target="_blank" rel="noopener">Proteggimi ↗</a> para Android, em italiano
492|<a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.helpyou" target="_blank" rel="noopener">AI help You ↗</a> para Android, em 12 idiomas
493|Toque no cartaz para o ampliar. Para descarregar as aplicações, use as ligações acima.
494|<strong>Protect Your Freedom: AI Against Gender Violence</strong>O cartaz do projeto, em inglês.
495|Cartaz do projeto no pAIn: Protect Your Freedom, AI Against Gender Violence. Apresenta as aplicações AIuto SOS para smartwatch, no pAIn para iPhone, Proteggimi e AI help You para Android.
496|<strong>digital4help™: Digital protection against gender-based violence</strong>O cartaz do projeto, em inglês.
497|Cartaz digital4help: Digital protection against gender-based violence. A new era has just begun. Um escudo com uma figura feminina no centro de circuitos luminosos, sobre um smartphone com a aplicação no pAIn e um smartwatch com o sinal da mão para pedir ajuda; à volta, as palavras IA Offline, Safe Zone, No Trace, SOS Wearable.
498|Vídeo de demonstração
499|Proteggimi em ação.
500|O telemóvel está no chão, longe das mãos, e mesmo assim as mensagens de ajuda são enviadas. Os amigos recebem o alarme com a localização: um deles chama a polícia, que chega a tempo.
501|Cenas de ficção, para fins de demonstração. O vídeo tem som.
502|Vídeo
503|<strong>Pedir ajuda sem ter de falar</strong>Da situação de perigo à chegada da ajuda, em 37 segundos.
504|<strong>SOS a partir do pulso, mesmo com o mostrador desligado</strong>Um toque no botão INVIO (enviar) do relógio, ou um comando de voz sem tocar no mostrador: os amigos recebem o alarme, pedem ajuda e a ajuda chega. Textos do vídeo em italiano; cenas de ficção, para fins de demonstração.
505|<strong>Uma pressão, a ajuda chega a tempo</strong>O botão ativa o AI help You: a localização em tempo real chega a uma amiga, que chama a polícia. Textos do vídeo em inglês.
506|<strong>No carro, quando pegar no telemóvel é impossível</strong>Ao lado de um homem agressivo, qualquer gesto em direção ao smartphone seria notado: é o momento em que uma pressão discreta no button4help™ envia o pedido de ajuda. Cena de ficção, para fins de demonstração.
507|Política de privacidade <span class="arr">↗</span>
508|Capturas de ecrã
509|Como é a aplicação.
510|Depois de aceitar os termos de utilização, nas definições escolhe as ações de emergência e introduz números de telefone, chat ID do Telegram e palavras-chave secretas. A página principal mostra o estado da aplicação e as palavras-chave ativas.
511|<strong>A página principal</strong>Botões Iniciar e Parar, pedido de ajuda manual, palavras-chave ativas e serviço em segundo plano.
512|<strong>As ações de emergência</strong>Telegram, SMS e chamadas, com os chat ID do Telegram e os números dos contactos.
513|<strong>As palavras-chave pessoais</strong>Até 3 palavras secretas suas, além das 4 predefinidas.
514|Como é a aplicação para iPhone.
515|A página principal tem o grande botão EMERGÊNCIA. Na configuração introduz os chat ID do Telegram e os números de emergência, escolhe as ações a enviar e faz um teste inicial para verificar que tudo funciona.
516|<strong>A página principal</strong>O botão EMERGÊNCIA e o lembrete do comando de voz “Hey Siri, Ajuda-me”.
517|<strong>A configuração</strong>Contactos, ações de emergência, teste da aplicação e resumo antes de guardar.
518|<strong>SOS a partir do mostrador</strong>O botão rápido SOS no mostrador inicia a emergência com um toque.
519|<strong>watch4help™</strong>A tecnologia vestível contra a violência do projeto no pAIn™.
520|Pronta
521|À escuta
522|Definições
523|Página principal do Proteggimi: estado Pronto, botões Iniciar e Parar, botão no pAIn de pedido de ajuda, palavras-chave ativas e serviço em segundo plano.
524|Definições do Proteggimi: ações de emergência (mensagens Telegram, SMS, chamadas), chat ID do Telegram e números de emergência.
525|Definições do Proteggimi: palavras-chave predefinidas e três personalizadas, com o resumo das ações e o botão Guardar configuração.
526|Página principal do no pAIn para iPhone: estado Pronto, botão vermelho EMERGÊNCIA de pedido de ajuda e lembrete do comando de voz “Hey Siri, Ajuda-me”.
527|Configuração do no pAIn para iPhone: chat ID do Telegram, números de emergência, ações (Telegram, SMS, WhatsApp, chamada), botão Testar a aplicação e resumo.
528|Mostrador de um smartwatch Wear OS com a data, a hora e o botão rápido SOS em baixo.
529|Logótipo WATCH4HELP: um smartwatch com o sinal da mão para pedir ajuda e as palavras Tecnologia vestível contra a violência, no pAIn project engineering.
530|AI help App pronta: botão verde START e botão para o pedido de ajuda manual.
531|AI help App à escuta das palavras-chave: botão vermelho STOP.
532|Definições do AI help App: ações Telegram, SMS e chamadas, com o chat ID do Telegram.
533|Escolha do idioma no AI help App: italiano, inglês, francês, alemão, espanhol, turco, grego, português, romeno, polaco, neerlandês, sueco.
534|<strong>Não é um localizador GPS: é um botão de emergência inteligente</strong>Do post do projeto no Instagram. Cartaz em inglês.
535|<strong>O emparelhamento na aplicação</strong>No AI help You o botão aparece entre os dispositivos ligados, com o nome AIhelpButton, ao lado do smartwatch.
536|Cartaz do post do Instagram: button4help com AI help You, “Not a GPS tracker. A smart emergency button.” Uma jovem põe o botão no bolso das calças de ganga; em baixo, os passos do alerta à ajuda e as características: inovador, discreto, leve, vestível, fácil de usar, sempre consigo.
537|Definições do AI help You: palavras-chave pessoais, idioma do reconhecimento de voz e dispositivos ligados, com as opções Smartwatch e AIhelpButton.
538|No iPhone algumas funções são limitadas pelas regras da Apple: por isso o comando de voz passa pelo Siri, e os SMS, WhatsApp e chamadas pelo Atalho “Proteggimi”. As aplicações Android, na versão completa, oferecem todas as funções.
539|Canais de alerta
540|Gerais
541|Tecnologia peer-to-peer: o alarme vai do seu telemóvel diretamente para os contactos de confiança, sem conta, início de sessão ou cloud própria. Aplica-se o princípio da minimização de dados: o programador declara não recolher dados pessoais nem cedê-los a terceiros; as definições e os contactos ficam no dispositivo.
542|Para entregar os alertas e obter a morada são, ainda assim, usados os serviços externos previstos pela aplicação.
543|Fiabilidade técnica
544|Alertas entregues mesmo com ligação intermitente: reenvio automático assim que a rede regressa
545|Localização em tempo real retomada automaticamente após qualquer interrupção, como um reinício ou as otimizações do sistema
546|Funcionamento contínuo em primeiro plano, em segundo plano e com o ecrã desligado, com o estado sempre visível
547|Reativação guiada após reinícios e atualizações, para não perder a configuração
548|Cada função verificada com testes de campo em smartphones e smartwatches reais
549|O funcionamento efetivo depende da versão, das permissões, da rede e do dispositivo.
550|Onde nasce
551|No Politecnico di Bari.
552|O projeto nasce no Departamento de Engenharia Eletrotécnica e da Informação do Politecnico di Bari, no laboratório ELEDIGILAB de Eletrónica dos Sistemas e das Aplicações Digitais.
553|Imprensa
554|Falaram de nós.
555|Jornais e televisões que contaram o projeto no pAIn™.
556|<b data-no-i18n="">BariToday</b> · Artigo · 3 de março de 2026
557|Ler o artigo ↗
558|<b data-no-i18n="">TG Norba</b> · Reportagem de TV · 19 de dezembro de 2024
559|O projeto no pAIn™ na edição das 7.30 do telejornal.
560|<b data-no-i18n="">La Gazzetta del Mezzogiorno</b> · Vídeo · 17 de dezembro de 2023
561|Ver o vídeo ↗
562|<b data-no-i18n="">TVA · Acquedotto Pugliese</b> · Vídeo
563|Prevenir a violência de género com inteligência artificial: entrevista ao Prof. Eng. Agostino Giorgio.
564|Logótipo do Politecnico di Bari
565|Logótipo do Departamento de Engenharia Eletrotécnica e da Informação do Politecnico di Bari
566|Logótipo do ELEDIGILAB, Laboratório de Eletrónica dos Sistemas e das Aplicações Digitais
567|Artigo do BariToday sobre a aplicação para pedir ajuda criada no Politecnico di Bari
568|Reportagem do TG Norba das 7.30 de 19 de dezembro de 2024
569|Página da Gazzetta del Mezzogiorno sobre a pulseira com inteligência artificial concebida em Bari
570|Podem ser usadas também noutras emergências?
571|Sim. A tecnologia no pAIn™ nasceu para prevenir a violência de género, mas o seu mecanismo, avisar de imediato contactos de confiança com a localização, serve em qualquer emergência em que seja difícil pedir ajuda em voz alta ou usar o telemóvel.
572|Pedir ajuda a partir do seu smartphone ou smartwatch sem os manusear: <span class="hl">é possível</span>, com a tecnologia digital4help™ do projeto no pAIn™.
573|<strong>digital4help™</strong>, a nova era da proteção digital: dos laboratórios de investigação universitária diretamente para os seus dispositivos.
574|O no pAIn™ coloca a inteligência artificial ao serviço da prevenção: ferramentas digitais discretas que a protegem onde quer que esteja e uma aplicação para cada dispositivo, com aplicações complementares para smartwatch.
575|Descarregue a aplicação para o seu dispositivo
576|Toque numa imagem para a ampliar.
577|<b data-no-i18n="">La Gazzetta del Mezzogiorno</b> · Artigo · agosto de 2026
578|Tecnologia peer-to-peer e inteligência artificial offline ao serviço da segurança: o artigo conta o projeto no pAIn™, nascido no laboratório ELEDIGILAB do Politecnico di Bari, e os seus dois pilares, privacidade total e pedido de ajuda mesmo sem tocar no telemóvel.
579|Ver no Instagram ↗
580|Cartaz no pAIn project de Agostino Giorgio, Politecnico di Bari: um escudo com uma figura feminina, a lista das quatro apps (Proteggimi para Android em italiano, AI help You para Android em 12 línguas, AIuto SOS – watch4help para smartwatches Wear OS, no pAIn para iOS) e, em baixo, um smartwatch com a tecla SOS, um smartphone com a app e o botão button4help ao pescoço.
581|<strong>no pAIn™ project: Technology that protects life</strong>O projeto e as suas apps num cartaz, em inglês.
582|Grátis quando é preciso
583|No momento do perigo, <span class="hl">pedir ajuda é grátis.</span>
584|Todas as aplicações se descarregam gratuitamente e, em cada uma, pelo menos uma forma de dar o alarme com a sua localização continua sempre gratuita, mesmo sem subscrição.
585|Smartwatch Wear OS
586|grátis, todas as funções
587|Totalmente gratuita: sem período de avaliação limitado, sem subscrição e sem compras na aplicação. O alarme parte do seu pulso, mesmo sem smartphone.
588|Descarregar agora →
589|3 dias
590|de avaliação completa, depois a emergência continua grátis
591|Proteggimi e AI help You
592|Após a avaliação, só expira o arranque pelo botão Avvia do Proteggimi ou Start do AI help You. A emergência inicia-se gratuitamente a partir da notificação persistente, do botão rápido no ecrã inicial, do smartwatch e, com o AI help You, do button4help™. Depois de iniciada, a aplicação também ouve os seus comandos de voz.
593|Descarregar o Proteggimi →
594|Descarregar o AI help You →
595|iPhone e Apple Watch
596|Sempre
597|grátis o alarme com a localização
598|A mensagem de alerta no Telegram com a sua localização do momento e a localização em direto é sempre gratuita e também parte do Apple Watch. Comando de voz, SMS, WhatsApp e chamada acrescentam-se com uma única compra na aplicação, sem subscrição.
599|Todos os pormenores sobre o que é grátis →
601|<strong>Todas se descarregam gratuitamente</strong> e, em cada uma, pedir ajuda com a sua localização continua gratuito. <a class="link-arrow" href="versioni.html">O que é grátis em cada aplicação →</a>
602|Emergência grátis
603|Descarregar agora
604|Leia o código com a câmara do telemóvel ou toque no distintivo.
605|Grátis na emergência
606|<strong>3 dias de avaliação com todas as funções.</strong> Depois, as funções de emergência continuam gratuitas: só expira o arranque pelo botão Start da aplicação.
607|A emergência inicia-se gratuitamente a partir da notificação persistente, do botão rápido no ecrã inicial, do smartwatch e do button4help™
608|Depois de iniciada assim, ativa-se também a escuta dos comandos de voz
609|O AI help You avisa os contactos configurados. Não contacta os serviços públicos de emergência nem os substitui. Após os 3 dias de avaliação funciona gratuitamente no modo de emergência rápida: <a class="link-arrow" href="versioni.html">ver Free e Premium</a>.
610|<strong>3 dias de avaliação com todas as funções.</strong> Depois, as funções de emergência continuam gratuitas: só expira o arranque pelo botão Avvia da aplicação.
611|A emergência inicia-se gratuitamente a partir da notificação persistente, do botão rápido no ecrã inicial e do smartwatch
612|Alarme grátis
613|<strong>Sempre grátis: o alarme com a sua localização.</strong> A mensagem de alerta no Telegram parte com a sua localização do momento e com a localização em direto durante 30 minutos, também a partir do Apple Watch.
614|Com uma única compra na aplicação, sem subscrição, acrescenta o comando de voz “Hey Siri, Ajuda-me”, SMS, WhatsApp, chamada e localização em direto até 24 horas.
615|Tudo grátis
616|Totalmente gratuita
617|<strong>Todas as funções são gratuitas.</strong> Sem período de avaliação limitado, sem subscrição e sem compras na aplicação.
618|Código QR para descarregar o AI help You do Google Play
619|Obter no Google Play
620|Código QR para descarregar o Proteggimi do Google Play
621|Código QR para descarregar o no pAIn da App Store
622|Descarregar na App Store
623|Código QR para descarregar o AIuto SOS do Google Play
624|Código QR para descarregar o AI help App do Google Play
625|Pedir ajuda <span class="hl">é sempre grátis.</span>
626|Todas as aplicações se descarregam gratuitamente e, em cada uma, pelo menos uma forma de dar o alarme com a sua localização continua gratuita. O AIuto SOS para Wear OS é totalmente gratuito; as aplicações Android têm 3 dias de avaliação completa e depois as funções de emergência continuam gratuitas; no iPhone o alarme no Telegram com a sua localização é sempre grátis.
627|Wear OS · AIuto SOS
628|Todas as funções incluídas
629|Sem período de avaliação limitado
630|Sem subscrição e sem compras na aplicação
631|Aplicação autónoma para smartwatches Wear OS: funciona mesmo sem smartphone.
632|Android · Proteggimi e AI help You
633|3 dias de avaliação, depois emergência grátis
634|Durante 3 dias a aplicação está completa. Depois, as funções de emergência continuam gratuitas: só expira o arranque pelo botão Avvia do Proteggimi ou Start do AI help You.
635|Arranque gratuito a partir da notificação persistente e do botão rápido no ecrã inicial
636|Arranque gratuito a partir do smartwatch e, com o AI help You, do button4help™
637|Depois de iniciada, escuta dos comandos de voz ativa
638|Com o Premium volta também o arranque pelo botão Avvia/Start. As condições e o preço constam da página de cada aplicação no Google Play.
639|Alarme com localização, sempre grátis
640|Telegram com a sua localização do momento
641|Arranque também a partir do Apple Watch
642|Uma única compra na aplicação, mais funções
643|Aplicação Wear OS dedicada, gratuita
644|¹ Após os 3 dias de avaliação, sem Premium o botão Avvia (Proteggimi) ou Start (AI help You) está inativo; a emergência inicia-se gratuitamente a partir dos botões de emergência rápida.
645|² No Android Free, após o arranque por um botão de emergência rápida.
646|Descarregá-las é grátis e, em cada aplicação, pedir ajuda com a sua localização continua gratuito. O AIuto SOS watch4help™ para Wear OS é totalmente gratuito. O Proteggimi e o AI help You para Android oferecem 3 dias de avaliação completa; depois as funções de emergência continuam gratuitas e só expira o arranque pelo botão Avvia ou Start. No iPhone o alarme no Telegram com a sua localização, também em direto e a partir do Apple Watch, é sempre grátis; Siri, SMS, WhatsApp e chamada exigem uma compra única, sem subscrição. <a href="versioni.html">Ver a comparação</a>.
600|<a class="link-arrow" href="https://apps.apple.com/app/id6756390159" target="_blank" rel="noopener">no pAIn™ ↗</a> para iPhone, em 12 idiomas
647|Visitas ao site
648|<strong>Um toque no smartwatch, mesmo com o telemóvel no chão</strong>Durante uma agressão basta tocar no relógio: o Proteggimi avisa os amigos com a localização, eles chamam as forças de segurança e a ajuda chega a tempo. Cenas de ficção, para fins de demonstração; o vídeo tem som.
649|O AI help You em dois cartazes.
650|Em imagens
651|Doze línguas, o botão button4help™ e um alarme que dispara com um simples toque: os cartazes resumem o que a aplicação faz e como a descarregar.
652|<strong>AI help You</strong>O cartaz em inglês: o código QR leva à aplicação no Google Play.
653|<strong>AI help You e button4help™</strong>Não é um localizador GPS, mas um botão de emergência inteligente. Infografia em inglês.
654|Cartaz AI help You de Agostino Giorgio, Politecnico di Bari: o escudo com a figura feminina, o código QR para descarregar a aplicação do Google Play e, em baixo, um smartwatch com a tecla SOS, o smartphone com a aplicação e o botão button4help ao pescoço.
655|Infografia AI help You e button4help: aplicação de prevenção da violência de género em 12 línguas; não um localizador GPS mas um botão de emergência inteligente; uma mão prime o botão; as fases alerta enviado, a amiga recebe a notificação, ação imediata; inovador, discreto, leve, usável, fácil de usar, sempre consigo.
656|<strong>Do alerta à ajuda</strong>O button4help™ com o AI help You numa infografia, em inglês.
657|Infografia vertical button4help com o AI help You: não um localizador GPS mas um botão de emergência inteligente; uma mão prime o botão junto a uma mala; as fases do alerta à ajuda; inovador, discreto, leve, usável, fácil de usar, sempre consigo.
658|A imagem símbolo do projeto · ilustração
659|no pAIn: never oppressed protected by Artificial Intelligence nonviolence system, com as iniciais destacadas a cores.
660|Ilustração: uma mulher de aspeto futurista levanta a mão aberta com as palavras NO PAIN, entre circuitos luminosos.
661|Página de rosto do artigo No Pain Device na revista Electronics (MDPI), 2024, volume 13, número 9, 1766.
662|Página de rosto do artigo A Smart App for the Prevention of Gender-Based Violence na revista Electronics (MDPI), 2026, volume 15, número 1, 197.
663|As tecnologias do projeto, à disposição de entidades e empresas
664|Tecnologia contra a violência de género · o projeto no pAIn™ do Politecnico di Bari
665|Marca: escudo com uma figura feminina e as palavras no pAIn & watch4help technologies, by no pAIn project engineering.
666|Cartaz «Tecnologia contro la violenza di genere» (Tecnologia contra a violência de género), projeto no pAIn do Politecnico di Bari: duas mãos seguram um smartphone com o escudo da aplicação; em baixo, privacidade total ponto a ponto, IA offline sem nuvem e ativação rápida por voz, toque ou smartwatch.
667|<strong>Pedir ajuda com a voz, sem ser descoberta</strong>O telemóvel foi-lhe atirado ao chão, mas a mulher diz “non farlo” (“não faças isso”), uma palavra-chave personalizada: o Proteggimi reconhece o comando de voz e envia o pedido de socorro. Essas palavras não deixam o agressor perceber que o alarme foi dado, tanto que ele fica ali e é detido.
668|Projeto concebido e desenvolvido pelo <strong>Prof. Eng. Agostino Giorgio</strong><br>Docente do Politecnico di Bari
669|As três características do digital4help™
670|Privacidade total, ativação rápida, inteligência artificial a bordo.
671|<b>Comunicação direta, sem intermediários (P2P).</b> Para pedir ajuda não se passa por serviços proprietários, centrais de emergência nem subscrições de serviços de socorro: o alarme vai do seu dispositivo diretamente para um ou dois contactos de confiança, escolhidos por si ao configurar a aplicação, juntamente com a sua localização. São eles que vão ter consigo ou que avisam as autoridades, explicando com calma todos os pormenores necessários à intervenção: aquela calma que quem está em perigo não teria.
672|<b>Ativação rápida, a partir de vários pontos.</b> Na emergência não há tempo para tirar o telemóvel, desbloqueá-lo e abrir a aplicação. Por isso cada aplicação oferece várias formas de disparar o alarme: a voz, uma tecla da aplicação companheira no smartwatch ou o botão button4help™, um dispositivo externo que traz consigo. O alarme parte mesmo com o telemóvel longe das mãos.
673|<b>Inteligência artificial que trabalha offline.</b> As palavras-chave são reconhecidas pela inteligência artificial instalada no dispositivo, e não por um serviço online: nada é enviado para a rede para perceber que está a pedir ajuda, e o pedido de socorro parte mais cedo.
674|<strong>As três características num cartaz</strong>Privacidade total, IA offline e ativação rápida. Em inglês.
675|O botão que dispara o alarme à distância, depois de emparelhado com a aplicação. É vendido por um revendedor externo.
676|Cartaz Technology against gender-based violence, no pAIn Project from Poliba: duas mãos seguram um smartphone com o escudo da aplicação, as palavras No Trace e Safe Zone e, em baixo, privacidade total (P2P), inteligência artificial offline sem nuvem e ativação rápida por voz, toque, smartwatch ou botão button4help.
677|<b>Sozinho não pede ajuda.</b> O button4help™ é um botão Bluetooth de um fabricante terceiro, não um produto no pAIn™: só se torna um acionador de emergência depois do emparelhamento com a aplicação AI help You no Android ou com a aplicação no pAIn™ (Proteggimi) para iPhone, a partir da versão 59.
678|Antes de o comprar
679|Sozinho o botão <span class="hl">não faz nada.</span>
680|O button4help™ é um simples botão Bluetooth vendido numa loja online: não tem cartão SIM, não tem uma central de assistência por trás e não conhece a sua localização. As funções de emergência são da aplicação no pAIn™: é ela que reconhece o dispositivo, o aceita como acionador e, ao ser premido, envia mensagens, localização e chamadas para os seus contactos.
681|Sem o emparelhamento com a aplicação, o botão não tem qualquer função de socorro.
682|As aplicações que o reconhecem
683|<a class="link-arrow" href="prodotti.html#ai-help-you">AI help You ↗</a> para Android
684|<a class="link-arrow" href="prodotti.html#no-pain-ios">no pAIn™ (Proteggimi) ↗</a> para iPhone, a partir da versão 59
685|O emparelhamento faz-se uma só vez, a partir da aplicação, com um assistente de poucos passos. O Proteggimi para Android e o AIuto SOS para Wear OS não usam o botão.
686|AI help You (Android) e no pAIn™ (iPhone) a partir da versão 59, depois do emparelhamento
687|Abra o AI help You no Android ou o no pAIn™ para iPhone, a partir da versão 59, e siga o assistente de emparelhamento: poucos passos, uma só vez. A partir daí a aplicação reconhece o botão e aceita-o como acionador. Depois faça um teste combinado com os seus contactos.
688|Comprá-lo só faz sentido se usar o AI help You no Android ou o no pAIn™ para iPhone, a partir da versão 59: são estas aplicações que o transformam num acionador de emergência. Sozinho, o botão não pede ajuda a ninguém.
689|Do seu dispositivo para os seus contactos, sem intermediários
690|Tecnologia ponto a ponto: para pedir socorro não se passa por serviços proprietários, centrais de emergência nem subscrições de serviços de socorro. O alarme, com a geolocalização, vai do seu dispositivo diretamente para um ou dois contactos de confiança, que escolhe ao configurar a aplicação.
691|São eles que decidem como intervir: ir ter consigo ou alertar as autoridades, descrevendo com calma todos os pormenores úteis à intervenção. É uma calma que quem está em perigo não pode ter.
692|Sem conta, sem início de sessão e sem nuvem proprietária. Vale o princípio da minimização dos dados: o programador declara não recolher dados pessoais nem cedê-los a terceiros; definições e contactos ficam no dispositivo.
693|Nas versões Android e nos idiomas suportados, as palavras-chave são reconhecidas pela inteligência artificial instalada no dispositivo, e não por um serviço online: nada é enviado para a rede para perceber que está a pedir ajuda e o socorro arranca mais depressa.
694|Já o envio dos avisos exige as ligações próprias do canal escolhido: dados móveis, SMS ou telefonia.
695|Ativação rápida
696|Vários pontos de ativação, porque falta o tempo
697|As aplicações foram pensadas para a emergência, quando não há tempo de tirar o telemóvel, desbloqueá-lo e procurar a aplicação. Por isso cada uma oferece várias formas de enviar o pedido de ajuda.
698|Comandos de voz, mesmo com o ecrã desligado e o telemóvel a alguns metros
699|Tecla de emergência na aplicação, botão rápido no ecrã inicial e notificação persistente
700|Aplicação companheira para smartwatches ou aplicação autónoma para Wear OS
701|button4help™, o botão externo para levar no bolso, na mala ou ao pescoço
702|O botão que leva no bolso e que dispara o alarme do AI help You e do no pAIn™ para iPhone, depois de emparelhado com a aplicação: sozinho não tem funções de emergência. O que é, o que não é e onde comprá-lo.
703|Sozinho não tem qualquer função de emergência: é um botão Bluetooth de um fabricante terceiro e só se torna acionador de alarme depois do emparelhamento com a aplicação, feito uma só vez com um assistente guiado. As aplicações que o reconhecem são o AI help You para Android e o no pAIn™ (Proteggimi) para iPhone, a partir da versão 59. Compra-se na <a href="https://it.aliexpress.com/item/1005008509583971.html" target="_blank" rel="noopener">AliExpress</a>, a um vendedor terceiro: o no pAIn™ não o vende. Em caso de dúvidas sobre a compatibilidade com o seu telemóvel, <a href="mailto:agostino.giorgio@poliba.it" data-mail="private">escreva ao criador</a>.
704|Os quadros do Instagram são carregados a partir dos servidores do Instagram: ao abrir a página, o seu navegador liga-se a eles.
705|Organizações
706|Como funciona a tecnologia →
707|no pAIn™ — Vídeos e demonstrações
708|Os vídeos do projeto no pAIn™: a localização enviada pelo telemóvel da vítima, as demonstrações das aplicações, o smartwatch e o botão button4help™.
709|Vídeos e demonstrações
710|Ver o que acontece <span class="hl">quando o alarme dispara.</span>
711|Todos os vídeos do projeto numa página: cenas de ficção, filmadas para demonstração, que mostram como as aplicações no pAIn™ pedem ajuda no seu lugar e o que os seus contactos recebem.
712|O vídeo a ver primeiro
713|A localização é o seu telemóvel que a envia, <span class="hl">não uma central de emergência.</span>
714|Num rapto o tempo é tudo. Na cadeia habitual é preciso conseguir telefonar, explicar onde se está e esperar que a central localize o telemóvel. Com o no pAIn™ essa parte não é necessária: é o próprio dispositivo da vítima que transmite a localização, atualizada, a quem tem de intervir.
715|<strong>Agressão e rapto: o alarme parte com a localização</strong>O reel está publicado no perfil de Instagram do projeto. Cenas de ficção, para fins de demonstração.
716|Porque este pormenor pode salvar uma vida
717|<b>Nenhuma chamada a fazer.</b> Quem é agredida ou levada à força não consegue telefonar, falar nem descrever onde está. O alarme parte com a voz, com uma tecla ou com o button4help™, sem dizer uma palavra a ninguém.
718|<b>A localização chega já pronta.</b> Coordenadas, morada e ligação ao mapa saem do telemóvel da vítima e chegam aos contactos de confiança, que podem passá-las de imediato às autoridades.
719|<b>A localização continua a atualizar-se.</b> Se o agressor se desloca, quem socorre vê o percurso em direto: não persegue um ponto com minutos de atraso.
720|<b>Saltam-se os passos que custam tempo.</b> Não é preciso que uma central localize o telemóvel: num rapto, esse tempo é a diferença entre chegar a tempo e chegar tarde demais.
721|As demonstrações das aplicações
722|Quatro situações, quatro formas de pedir ajuda.
723|A voz, o smartwatch, o botão no bolso: cada vídeo mostra um ponto de ativação diferente e o que acontece do outro lado, quando os contactos recebem o alarme. Os vídeos têm som.
724|Outros vídeos
725|O reel do button4help™ e o perfil de Instagram.
726|No perfil do projeto encontra outros filmes curtos, os cartazes e as novidades sobre as aplicações.
727|Abrir o Instagram <span class="arr">↗</span>
