ui.menu|Menü
416|no pAIn™, <em>never oppressed protected by Artificial Intelligence Non violence system</em> anlamına gelir. Politecnico di Bari öğretim üyesi Prof. Müh. Agostino Giorgio’nun projesi, güvenilir kişilere yönelik yardım talebinde yapay zekâ, ses tanıma ve konum belirlemeyi kullanır.
417|Mimari
418|Cihazınızdan kişilerinize
419|Proje hesap, oturum açma veya özel bulut içermeyen bir mimari tanımlar. Geliştirici kişisel veri toplamadığını beyan eder; ayarlar ve kişiler cihazda kalır. Uyarıları iletmek ve adresi belirlemek için yine de uygulamanın öngördüğü harici hizmetler kullanılır.
420|Cihaz üzerinde ses tanıma
421|Android sürümlerinde ve etkin dillerde anahtar kelime tanıma çevrimdışı da çalışır. Uyarıların gönderilmesi ise seçilen kanal için gerekli bağlantıları gerektirir: mobil veri, SMS veya telefon.
422|Güvenilirlik
423|Süreklilik ve kurtarma
424|Sunum; şebeke geri geldiğinde uyarıların yeniden gönderilmesini, kesintilerden sonra canlı konumun sürdürülmesini ve yeniden başlatma veya güncellemelerden sonra rehberli yeniden etkinleştirmeyi, gerçek akıllı telefon ve akıllı saatlerde yapılan testlerle anlatır. Gerçek işleyiş sürüme, izinlere, şebekeye ve cihaza bağlıdır.
425|Yayınlar
426|Bilimsel bir dergide yayımlandı.
427|Cihaz ve uygulama, uluslararası <em>Electronics</em> (MDPI) dergisinde açık erişimli iki makalede anlatılmaktadır.
430|Proje hakkında daha fazlası
431|Tam sunum.
432|İşleyiş, sürümler, ekran görüntüleri ve bilimsel kaynaklar. İtalyanca PDF, 23 sayfa.
433|PDF sunumunu açın <span class="arr">↗</span>
434|Projenin tanıtım materyali
435|Politecnico di Bari’den Agostino Giorgio’nun no pAIn projesinin afişi: digital4help, dijital koruma, kadınların korunmasında yeni bir dönem
436|no pAIn™ — İş birliği
437|no pAIn™ projesini kuruluşunuza getirin: kamu kurumları, dernekler, şirketler ve sponsorlar.
438|no pAIn™ projesini <span class="hl">kuruluşunuza getirin.</span>
439|Bir aracı kullanıma sunmak ilk adımdır. Onu tanıtmak, kullanımını anlatmak ve bir destek ağına yerleştirmek de aynı derecede önemlidir.
440|Tanıtım talep edin <span class="arr">↗</span>
441|Kamu kurumları
442|Yerel girişimler ve pilot projeler
443|Bir tanıtımdan ve ortak hedeflerden yola çıkarak yerel girişimleri ve pilot projeleri değerlendiriyoruz.
444|Dernekler
445|İhtiyaçları bilenlerin yanında
446|Aracın yararını, kullanım biçimlerini ve sınırlarını anlamak için her gün insanlarla çalışanlarla bir görüş alışverişi.
447|Şirketler ve sponsorlar
448|Farkındalık ve destek
449|Kullanıcı grupları, farkındalık girişimleri ve yerel projelere destek için önerileri birlikte inceliyoruz.
450|Neler sunuyoruz
451|Üniversitede doğmuş, kullanıma hazır bir teknoloji.
452|Android, iPhone ve akıllı saatler için ücretsiz uygulamalar, herkesin satın alabileceği bir düğme, yönetilecek hesap veya bulut yok. Ve bilimsel yayınlarda anlatılan bir proje.
453|Başlamanın en iyi yolu bir tanıtım <span class="arr">↗</span>
454|PDF sunumu <span class="arr">↗</span>
455|Afiş: Proteggimi (no pAIn), farklı ve akıllı uygulama. Akıllı telefona dokunmadan bile anında yardım.
456|no pAIn™ — Sık sorulan sorular
457|no pAIn™ uygulamaları, button4help™, bağlantı, gizlilik ve maliyetler hakkında net yanıtlar.
458|Basit sorular. <span class="hl">Net yanıtlar.</span>
459|Seçmeden önce işleyişi ve kullanım koşullarını öğrenin.
460|Neden doğrudan 112 aranmıyor?
461|112 hâlâ çok önemlidir ve arayabiliyorsanız arayın. Ancak tehlike anında bir operatörle konuşmak, durumu anlatmak ve nerede olduğunuzu söylemek çoğu zaman mümkün değildir. no pAIn™ uygulamaları tam da bunun için vardır: bir kelime veya fark edilmeyen bir dokunuşla güvendiğiniz iki kişiyi konumunuzla uyarır ve polisi onlar arar.
462|Yardım talebini kim alır?
463|Uygulamada belirlediğiniz iki acil durum kişisi, yakınlarınız veya arkadaşlarınız. Uygulamaya göre SMS, WhatsApp (iPhone), Telegram ve aramaları etkinleştirebilirsiniz. Uygulamalar kamu acil durum hizmetleriyle iletişime geçmez.
464|iPhone ile kullanabilir miyim?
465|Evet: no pAIn™ (Proteggimi) App Store’da, 12 dilde ve Apple Watch yardımcı uygulamasıyla mevcuttur. Ücretsiz sürüm SOS ve Telegram içerir; Premium, Kestirmeler aracılığıyla Siri, SMS, WhatsApp ve aramaları ekler. <a href="versioni.html">Karşılaştırmaya bakın</a>.
466|Ne kadar tutar?
467|iOS’ta indirme ve Free işlevleri ücretsizdir; Premium tek seferlik bir satın alma gerektirir, abonelik yoktur. Android’de hızlı acil durum düğmeleri, <a href="versioni.html">karşılaştırmada</a> gösterilen sınırlamalarla ücretsiz kalır. Uygulama fiyatları için mağazalara bakın.
468|Konum her uygulamada 24 saat görünür kalır mı?
469|Süre uygulamaya ve sürüme bağlıdır. iOS Free’de 30 dakikadır; iOS Premium’da 1 dakikadan 24 saate kadar. AI help You 24 saate kadar çıkar; Proteggimi Android ve AIuto SOS watch4help™ sırasıyla 30 ve 60 dakika belirtir. Yüklü uygulamanın seçeneklerini kontrol edin.
470|Akıllı saat her zaman telefonun yakınında mı olmalı?
471|Wear OS’ta telefonun yardımcı uygulaması ile saatin bağlantısını kullanan bağımsız AIuto SOS watch4help™ arasında seçim yapabilirsiniz. Apple Watch yardımcı uygulaması eşleştirilmiş iPhone ile çalışır: Telegram ve konum iPhone kilitliyken bile gönderilebilir; diğer Premium eylemler için iPhone uygulamasının ön planda olması gerekir. Apple Watch’a özel bir AIutoSOS uygulaması planlanıyor.
472|Düğme akıllı telefon olmadan çalışır mı?
473|Hayır. button4help™, eşleştirilmiş akıllı telefondaki bir uygulamayı kontrol eder: telefon açık ve Bluetooth ile erişilebilir olmalıdır. Telefonsuz bir çözüme ihtiyacınız varsa, işlevleri saatin bağlantısına bağlı olan Wear OS için bağımsız <a href="prodotti.html#aiuto-sos">AIuto SOS watch4help™</a> uygulaması vardır.
474|AirTag’den veya bir takip cihazından farkı nedir?
475|GPS veya Bluetooth takip cihazları, Apple’ın AirTag ağı veya Android ağı üzerinden eşya ve evcil hayvan bulmaya yarar. button4help™ konumlandırılamaz: birkaç saniye basıldığında uygulamada acil durumu başlatan bir düğmedir. Yalnızca bir Bluetooth Low Energy modülü ve bir düğme pil içerir, bu yüzden bu kadar küçüktür. Yaşlılar için klasik SOS düğmelerinden de farklıdır.
476|Nereden alırım ve hangi uygulamalarla çalışır?
477|<a href="https://it.aliexpress.com/item/1005008509583971.html" target="_blank" rel="noopener">AliExpress</a>’te üçüncü taraf bir satıcıdan alınır: no pAIn™ satmaz. Android’de AI help You ile, iPhone’da no pAIn™ ile çalışır. Telefonunuzla uyumluluğundan emin değilseniz <a href="mailto:agostino.giorgio@poliba.it" data-mail="private">tasarımcıya yazın</a>.
478|Düğmenin fotoğrafları mevcut cihazı gösterir. Kalp kolyeli veya başka takılı tanıtım görselleri tasarım olanaklarını gösterir: bu aksesuarların bulunabilirliği ve özellikleri tasarımcıyla teyit edilmelidir.
479|Bağlantı ve gizlilik
480|“Çevrimdışı yapay zekâ” bağlantı gerekmediği anlamına mı gelir?
481|Anahtar kelimelerin yerel olarak tanınması sesi bir bulut hizmetine göndermez. Uyarıların gönderilmesi ayrı bir adımdır: Telegram ve WhatsApp internet gerektirir; SMS ve aramalar şebekeye ve operatör tarifesine bağlıdır. Aksesuar ile telefon arasındaki bağlantının da mevcut olması gerekir.
482|Konuşmalar kaydediliyor mu?
483|Geliştirici, mikrofonun ses kaydedilmeden anahtar kelimelerin yerel olarak tanınması için kullanıldığını ve kişilerle ayarların cihazda kaldığını beyan eder. Uyarılar yine de telefon operatörleri ve Telegram gibi, kendi gizlilik politikaları olan harici hizmetleri kullanır. <a href="https://poliba.wixsite.com/no_pain_privacy" target="_blank" rel="noopener">İlgili uygulamanın gizlilik politikasına</a> bakın.
484|Hesap oluşturmak gerekir mi?
485|Hayır. Uygulamalar hesap, oturum açma veya özel bulut gerektirmez: ayarlar ve kişiler telefonunuzda kalır.

486|Bir bakışta proje
487|Toplumsal cinsiyete dayalı şiddete karşı yapay zekâ.
488|Bu afiş no pAIn™ projesini özetliyor: önlemenin hizmetinde yapay zekâ, nerede olursanız olun sizi koruyan fark edilmeyen dijital araçlar ve akıllı saatler için yardımcı uygulamalarla her cihaza bir uygulama.
489|Wear OS akıllı saatler için <a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.aibutton" target="_blank" rel="noopener">AIuto SOS — watch4help™ ↗</a>
490|iPhone için <a class="link-arrow" href="https://apps.apple.com/it/app/no-pain/id6756390159" target="_blank" rel="noopener">no pAIn™ ↗</a>, 12 dilde
491|Android için <a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.nopain" target="_blank" rel="noopener">Proteggimi ↗</a>, İtalyanca
492|Android için <a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.helpyou" target="_blank" rel="noopener">AI help You ↗</a>, 12 dilde
493|Büyütmek için afişe dokunun. Uygulamaları indirmek için yukarıdaki bağlantıları kullanın.
494|<strong>Protect Your Freedom: AI Against Gender Violence</strong>Projenin afişi, İngilizce.
495|no pAIn projesinin afişi: Protect Your Freedom, AI Against Gender Violence. Akıllı saatler için AIuto SOS, iPhone için no pAIn, Android için Proteggimi ve AI help You uygulamalarını tanıtır.
496|<strong>digital4help™: Digital protection against gender-based violence</strong>Projenin afişi, İngilizce.
497|digital4help afişi: Digital protection against gender-based violence. A new era has just begun. Parlayan devrelerin ortasında kadın figürlü bir kalkan; altında no pAIn uygulamalı bir akıllı telefon ve yardım isteme el işaretini gösteren bir akıllı saat; çevrelerinde IA Offline, Safe Zone, No Trace, SOS Wearable yazıları.
498|Tanıtım videosu
499|Proteggimi iş başında.
500|Telefon yerde, elden uzakta; yine de yardım mesajları gönderiliyor. Arkadaşlar alarmı konumla birlikte alıyor: biri polisi arıyor ve polis zamanında geliyor.
501|Kurgusal sahneler, tanıtım amaçlıdır. Videoda ses vardır.
502|Video
503|<strong>Konuşmak zorunda kalmadan yardım istemek</strong>Tehlike anından yardımın gelişine, 37 saniyede.
504|<strong>Kadran kapalıyken bile kolunuzdan SOS</strong>Saatteki INVIO (gönder) düğmesine bir dokunuş ya da kadrana dokunmadan bir sesli komut: arkadaşlar alarmı alır, yardım çağırır ve yardım gelir. Videodaki yazılar İtalyanca; kurgusal sahneler, tanıtım amaçlıdır.
505|<strong>Tek basış, yardım zamanında gelir</strong>Düğme AI help You uygulamasını başlatır: canlı konum bir arkadaşa ulaşır, o da polisi arar. Videodaki yazılar İngilizce.
506|<strong>Arabada, telefonu almak imkânsızken</strong>Saldırgan bir adamın yanında akıllı telefona yönelik her hareket fark edilir: işte bu an button4help™ düğmesine fark edilmeden basmak yardım talebini gönderir. Kurgusal sahne, tanıtım amaçlıdır.
507|Gizlilik politikası <span class="arr">↗</span>
508|Ekran görüntüleri
509|Uygulama nasıl görünüyor.
510|Kullanım koşullarını kabul ettikten sonra ayarlarda acil durum eylemlerini seçer, telefon numaralarını, Telegram chat ID’lerini ve gizli anahtar kelimeleri girersiniz. Ana sayfa uygulamanın durumunu ve etkin anahtar kelimeleri gösterir.
511|<strong>Ana sayfa</strong>Başlat ve Durdur düğmeleri, elle yardım talebi, etkin anahtar kelimeler ve arka plan hizmeti.
512|<strong>Acil durum eylemleri</strong>Telegram, SMS ve aramalar; Telegram chat ID’leri ve kişilerin numaralarıyla.
513|<strong>Kişisel anahtar kelimeler</strong>4 varsayılan kelimeye ek olarak kendi belirlediğiniz en fazla 3 gizli kelime.
514|iPhone uygulaması nasıl görünüyor.
515|Ana sayfada büyük ACİL DURUM düğmesi bulunur. Kurulumda Telegram chat ID’lerini ve acil durum numaralarını girer, gönderilecek eylemleri seçer ve her şeyin çalıştığını doğrulamak için ilk testi yaparsınız.
516|<strong>Ana sayfa</strong>ACİL DURUM düğmesi ve “Hey Siri, Bana yardım et” sesli komutunun hatırlatması.
517|<strong>Kurulum</strong>Kişiler, acil durum eylemleri, uygulama testi ve kaydetmeden önce özet.
518|<strong>Kadrandan SOS</strong>Kadrandaki SOS hızlı düğmesi tek dokunuşla acil durumu başlatır.
519|<strong>watch4help™</strong>no pAIn™ projesinin şiddete karşı giyilebilir teknolojisi.
520|Hazır
521|Dinliyor
522|Ayarlar
523|Proteggimi ana sayfası: Hazır durumu, Başlat ve Durdur düğmeleri, no pAIn yardım talebi düğmesi, etkin anahtar kelimeler ve arka plan hizmeti.
524|Proteggimi ayarları: acil durum eylemleri (Telegram mesajları, SMS, aramalar), Telegram chat ID’leri ve acil durum numaraları.
525|Proteggimi ayarları: varsayılan anahtar kelimeler ve üç özel anahtar kelime; eylem özeti ve Yapılandırmayı kaydet düğmesi.
526|iPhone için no pAIn ana sayfası: Hazır durumu, kırmızı ACİL DURUM yardım talebi düğmesi ve “Hey Siri, Bana yardım et” sesli komutunun hatırlatması.
527|iPhone için no pAIn kurulumu: Telegram chat ID’leri, acil durum numaraları, eylemler (Telegram, SMS, WhatsApp, arama), Uygulamayı test et düğmesi ve özet.
528|Tarih, saat ve altta SOS hızlı düğmesi bulunan bir Wear OS akıllı saat kadranı.
529|WATCH4HELP logosu: yardım isteme el işaretini gösteren bir akıllı saat ve Şiddete karşı giyilebilir teknoloji, no pAIn project engineering yazısı.
530|AI help App hazır: yeşil START düğmesi ve elle yardım talebi düğmesi.
531|AI help App anahtar kelimeleri dinliyor: kırmızı STOP düğmesi.
532|AI help App ayarları: Telegram, SMS ve arama eylemleri, Telegram chat ID’siyle.
533|AI help App’te dil seçimi: İtalyanca, İngilizce, Fransızca, Almanca, İspanyolca, Türkçe, Yunanca, Portekizce, Rumence, Lehçe, Felemenkçe, İsveççe.
534|<strong>GPS takip cihazı değil: akıllı bir acil durum düğmesi</strong>Projenin Instagram gönderisinden. Afiş İngilizcedir.
535|<strong>Uygulamada eşleştirme</strong>AI help You’da düğme, bağlı cihazlar arasında akıllı saatin yanında AIhelpButton adıyla görünür.
536|Instagram gönderisinin afişi: AI help You ile button4help, “Not a GPS tracker. A smart emergency button.” Genç bir kadın düğmeyi kot pantolonunun cebine koyuyor; altta uyarıdan yardıma adımlar ve özellikler: yenilikçi, fark edilmeyen, hafif, giyilebilir, kullanımı kolay, hep yanınızda.
537|AI help You ayarları: kişisel anahtar kelimeler, ses tanıma dili ve Smartwatch ile AIhelpButton seçenekleriyle bağlı cihazlar.
538|iPhone’da bazı işlevler Apple’ın kurallarıyla sınırlıdır: bu yüzden sesli komut Siri üzerinden, SMS, WhatsApp ve aramalar “Proteggimi” Kestirmesi üzerinden çalışır. Android uygulamaları tam sürümde tüm işlevleri sunar.
539|Uyarı kanalları
540|Genel
541|Eşler arası (peer-to-peer) teknoloji: alarm hesap, oturum açma veya özel bulut olmadan telefonunuzdan doğrudan güvendiğiniz kişilere gider. Veri minimizasyonu ilkesi geçerlidir: geliştirici kişisel veri toplamadığını ve üçüncü taraflara aktarmadığını beyan eder; ayarlar ve kişiler cihazda kalır.
542|Uyarıları iletmek ve adresi belirlemek için yine de uygulamanın öngördüğü harici hizmetler kullanılır.
543|Mühendislik güvenilirliği
544|Kesintili bağlantıda bile teslim edilen uyarılar: şebeke geri gelir gelmez otomatik yeniden gönderim
545|Yeniden başlatma veya sistem optimizasyonları gibi her kesintiden sonra canlı konumun otomatik devam etmesi
546|Ön planda, arka planda ve ekran kapalıyken kesintisiz çalışma; durum her zaman görünür
547|Yeniden başlatma ve güncellemelerden sonra kurulumun kaybolmaması için rehberli yeniden etkinleştirme
548|Her işlev gerçek akıllı telefon ve akıllı saatlerde saha testleriyle doğrulandı
549|Gerçek işleyiş sürüme, izinlere, şebekeye ve cihaza bağlıdır.
550|Nerede doğdu
551|Politecnico di Bari’de.
552|Proje, Politecnico di Bari Elektrik ve Bilişim Mühendisliği Bölümü’nde, Dijital Sistemler ve Uygulamalar Elektroniği laboratuvarı ELEDIGILAB’de doğdu.
553|Basında
554|Hakkında konuştular.
555|no pAIn™ projesini anlatan gazeteler ve televizyonlar.
556|<b data-no-i18n="">BariToday</b> · Makale · 3 Mart 2026
557|Makaleyi okuyun ↗
558|<b data-no-i18n="">TG Norba</b> · TV haberi · 19 Aralık 2024
559|Saat 7.30 haber bülteninde no pAIn™ projesi.
560|<b data-no-i18n="">La Gazzetta del Mezzogiorno</b> · Video · 17 Aralık 2023
561|Videoyu izleyin ↗
562|<b data-no-i18n="">TVA · Acquedotto Pugliese</b> · Video
563|Toplumsal cinsiyete dayalı şiddeti yapay zekâ ile önlemek: Prof. Müh. Agostino Giorgio ile söyleşi.
564|Politecnico di Bari logosu
565|Politecnico di Bari Elektrik ve Bilişim Mühendisliği Bölümü logosu
566|ELEDIGILAB logosu, Dijital Sistemler ve Uygulamalar Elektroniği Laboratuvarı
567|Politecnico di Bari’de geliştirilen yardım isteme uygulaması hakkında BariToday makalesi
568|19 Aralık 2024 tarihli saat 7.30 bülteninde TG Norba haberi
569|Bari’de tasarlanan yapay zekâlı bileklik hakkında La Gazzetta del Mezzogiorno sayfası
570|Başka acil durumlarda da kullanılabilir mi?
571|Evet. no pAIn™ teknolojisi toplumsal cinsiyete dayalı şiddeti önlemek için doğdu; ancak mekanizması, yani güvenilir kişileri konumla birlikte hemen uyarmak, yüksek sesle yardım istemenin veya telefonu kullanmanın zor olduğu her acil durumda işe yarar.
572|Akıllı telefonunuzdan veya akıllı saatinizden, onları kullanmanıza gerek kalmadan yardım istemek: <span class="hl">mümkün</span>, no pAIn™ projesinin digital4help™ teknolojisiyle.
573|<strong>digital4help™</strong>, dijital korumanın yeni çağı: üniversite araştırma laboratuvarlarından doğrudan cihazlarınıza.
574|no pAIn™ yapay zekâyı önlemenin hizmetine sunar: nerede olursanız olun sizi koruyan fark edilmeyen dijital araçlar ve akıllı saatler için yardımcı uygulamalarla her cihaza bir uygulama.
575|Cihazınız için uygulamayı indirin
576|Büyütmek için bir görsele dokunun.
577|<b data-no-i18n="">La Gazzetta del Mezzogiorno</b> · Makale · Ağustos 2026
578|Güvenliğin hizmetinde eşler arası teknoloji ve çevrimdışı yapay zekâ: makale, Politecnico di Bari’nin ELEDIGILAB laboratuvarında doğan no pAIn™ projesini ve iki temelini anlatıyor: tam gizlilik ve telefona dokunmadan bile yardım isteme.
579|Instagram’da görün ↗
580|Agostino Giorgio, Politecnico di Bari imzalı no pAIn project afişi: kadın figürlü bir kalkan, dört uygulamanın listesi (İtalyanca Android için Proteggimi, 12 dilde Android için AI help You, Wear OS akıllı saatler için AIuto SOS – watch4help, iOS için no pAIn) ve altta SOS tuşlu bir akıllı saat, uygulamanın açık olduğu bir akıllı telefon ve boyuna takılan button4help düğmesi.
581|<strong>no pAIn™ project: Technology that protects life</strong>Proje ve uygulamaları tek bir afişte, İngilizce.
582|Gerektiğinde ücretsiz
583|Tehlike anında <span class="hl">yardım istemek ücretsizdir.</span>
584|Tüm uygulamalar ücretsiz indirilir ve her birinde konumunuzla alarm vermenin en az bir yolu, abonelik olmadan da her zaman ücretsiz kalır.
585|Wear OS akıllı saat
586|ücretsiz, tüm işlevler
587|Tamamen ücretsiz: süreli deneme yok, abonelik yok, uygulama içi satın alma yok. Alarm, akıllı telefon olmadan da kolunuzdan başlar.
588|Şimdi indirin →
589|3 gün
590|tam deneme, sonra acil durum ücretsiz kalır
591|Proteggimi ve AI help You
592|Denemeden sonra yalnızca Proteggimi'deki Avvia ya da AI help You'daki Start düğmesiyle başlatma sona erer. Acil durum kalıcı bildirimden, ana ekrandaki hızlı düğmeden, akıllı saatten ve AI help You ile button4help™ üzerinden ücretsiz başlar. Başlatıldıktan sonra uygulama sesli komutlarınızı da dinler.
593|Proteggimi'yi indirin →
594|AI help You'yu indirin →
595|iPhone ve Apple Watch
596|Her zaman
597|ücretsiz: konumlu alarm
598|O anki konumunuz ve canlı konumunuzla Telegram uyarı mesajı her zaman ücretsizdir ve Apple Watch'tan da başlar. Sesli komut, SMS, WhatsApp ve arama, abonelik olmadan tek bir uygulama içi satın almayla eklenir.
599|Neyin ücretsiz olduğuna dair tüm ayrıntılar →
601|<strong>Hepsi ücretsiz indirilir</strong> ve her birinde konumunuzla yardım istemek ücretsiz kalır. <a class="link-arrow" href="versioni.html">Her uygulamada ücretsiz olanlar →</a>
602|Ücretsiz acil durum
603|Şimdi indirin
604|Kodu telefonunuzun kamerasıyla okutun ya da rozete dokunun.
605|Acil durumda ücretsiz
606|<strong>Tüm işlevlerle 3 gün deneme.</strong> Ardından acil durum işlevleri ücretsiz kalır: yalnızca uygulamanın Start düğmesiyle başlatma sona erer.
607|Acil durum kalıcı bildirimden, ana ekrandaki hızlı düğmeden, akıllı saatten ve button4help™ üzerinden ücretsiz başlar
608|Bu şekilde başlatıldığında sesli komutları dinleme de açılır
609|AI help You ayarlanan kişileri uyarır. Resmî acil durum servisleriyle iletişim kurmaz ve onların yerini tutmaz. 3 günlük denemeden sonra hızlı acil durum modunda ücretsiz çalışır: <a class="link-arrow" href="versioni.html">Free ve Premium'a bakın</a>.
610|<strong>Tüm işlevlerle 3 gün deneme.</strong> Ardından acil durum işlevleri ücretsiz kalır: yalnızca uygulamanın Avvia düğmesiyle başlatma sona erer.
611|Acil durum kalıcı bildirimden, ana ekrandaki hızlı düğmeden ve akıllı saatten ücretsiz başlar
612|Ücretsiz alarm
613|<strong>Her zaman ücretsiz: konumunuzla alarm.</strong> Telegram uyarı mesajı o anki konumunuzla ve 30 dakika canlı konumla gider, Apple Watch'tan da.
614|Abonelik olmadan tek bir uygulama içi satın almayla “Hey Siri, Bana yardım et” sesli komutunu, SMS, WhatsApp, aramayı ve 24 saate kadar canlı konumu eklersiniz.
615|Tamamen ücretsiz
616|Tamamen ücretsiz
617|<strong>Tüm işlevler ücretsizdir.</strong> Süreli deneme yok, abonelik yok, uygulama içi satın alma yok.
618|AI help You'yu Google Play'den indirmek için QR kodu
619|Google Play'den indirin
620|Proteggimi'yi Google Play'den indirmek için QR kodu
621|no pAIn'i App Store'dan indirmek için QR kodu
622|App Store'dan indirin
623|AIuto SOS'u Google Play'den indirmek için QR kodu
624|AI help App'i Google Play'den indirmek için QR kodu
625|Yardım istemek <span class="hl">her zaman ücretsizdir.</span>
626|Tüm uygulamalar ücretsiz indirilir ve her birinde konumunuzla alarm vermenin en az bir yolu ücretsiz kalır. Wear OS için AIuto SOS tamamen ücretsizdir; Android uygulamalarında 3 gün tam deneme vardır, ardından acil durum işlevleri ücretsiz kalır; iPhone'da konumunuzla Telegram alarmı her zaman ücretsizdir.
627|Wear OS · AIuto SOS
628|Tüm işlevler dahil
629|Süreli deneme yok
630|Abonelik ve uygulama içi satın alma yok
631|Wear OS akıllı saatler için bağımsız uygulama: akıllı telefon olmadan da çalışır.
632|Android · Proteggimi ve AI help You
633|3 gün deneme, sonra ücretsiz acil durum
634|Uygulama 3 gün boyunca eksiksizdir. Ardından acil durum işlevleri ücretsiz kalır: yalnızca Proteggimi'deki Avvia ya da AI help You'daki Start düğmesiyle başlatma sona erer.
635|Kalıcı bildirimden ve ana ekrandaki hızlı düğmeden ücretsiz başlatma
636|Akıllı saatten ve AI help You ile button4help™ üzerinden ücretsiz başlatma
637|Başlatıldıktan sonra sesli komut dinleme etkin
638|Premium ile Avvia/Start düğmesiyle başlatma da geri gelir. Koşullar ve fiyat her uygulamanın Google Play sayfasında yer alır.
639|Konumlu alarm, her zaman ücretsiz
640|O anki konumunuzla Telegram
641|Apple Watch'tan da başlatma
642|Tek bir uygulama içi satın alma, daha fazla işlev
643|Özel Wear OS uygulaması, ücretsiz
644|¹ 3 günlük denemeden sonra Premium olmadan Avvia (Proteggimi) ya da Start (AI help You) düğmesi etkin değildir; acil durum hızlı acil durum düğmelerinden ücretsiz başlar.
645|² Android Free'de, bir hızlı acil durum düğmesiyle başlatıldıktan sonra.
646|İndirmek ücretsizdir ve her uygulamada konumunuzla yardım istemek ücretsiz kalır. Wear OS için AIuto SOS watch4help™ tamamen ücretsizdir. Android için Proteggimi ve AI help You 3 gün tam deneme sunar; ardından acil durum işlevleri ücretsiz kalır ve yalnızca Avvia ya da Start düğmesiyle başlatma sona erer. iPhone'da konumunuzla Telegram alarmı, canlı konum ve Apple Watch dahil, her zaman ücretsizdir; Siri, SMS, WhatsApp ve arama abonelik olmadan tek seferlik bir satın alma gerektirir. <a href="versioni.html">Karşılaştırmaya bakın</a>.
600|iPhone için <a class="link-arrow" href="https://apps.apple.com/app/id6756390159" target="_blank" rel="noopener">no pAIn™ ↗</a>, 12 dilde
647|Site ziyaretleri
648|<strong>Telefon yerdeyken bile akıllı saate tek dokunuş</strong>Bir saldırı sırasında saate dokunmak yeterlidir: Proteggimi arkadaşları konumla uyarır, onlar polisi arar ve yardım zamanında gelir. Kurgusal sahneler, tanıtım amaçlıdır; videoda ses vardır.
649|İki afişte AI help You.
650|Görsellerle
651|On iki dil, button4help™ düğmesi ve basit bir basışla başlayan alarm: afişler uygulamanın ne yaptığını ve nasıl indirileceğini özetler.
652|<strong>AI help You</strong>İngilizce afiş: QR kodu Google Play'deki uygulamaya götürür.
653|<strong>AI help You ve button4help™</strong>Bir GPS takip cihazı değil, akıllı bir acil durum düğmesi. İngilizce infografik.
654|Agostino Giorgio, Politecnico di Bari imzalı AI help You afişi: kadın figürlü kalkan, uygulamayı Google Play'den indirmek için QR kodu ve altta SOS tuşlu bir akıllı saat, uygulamanın açık olduğu akıllı telefon ve boyuna takılan button4help düğmesi.
655|AI help You ve button4help infografiği: 12 dilde toplumsal cinsiyete dayalı şiddeti önleme uygulaması; GPS takip cihazı değil, akıllı bir acil durum düğmesi; bir el düğmeye basıyor; adımlar: uyarı gönderildi, arkadaş bildirimi alıyor, anında müdahale; yenilikçi, gizli, hafif, giyilebilir, kullanımı kolay, her zaman yanınızda.
656|<strong>Uyarıdan yardıma</strong>AI help You ile button4help™ bir infografikte, İngilizce.
657|AI help You ile dikey button4help infografiği: GPS takip cihazı değil, akıllı bir acil durum düğmesi; bir el çantanın yanında düğmeye basıyor; uyarıdan yardıma adımlar; yenilikçi, gizli, hafif, giyilebilir, kullanımı kolay, her zaman yanınızda.
658|Projenin simge görseli · illüstrasyon
659|no pAIn: never oppressed protected by Artificial Intelligence nonviolence system, baş harfleri renkli olarak vurgulanmış.
660|İllüstrasyon: fütüristik görünümlü bir kadın, ışıklı devreler arasında üzerinde NO PAIN yazan açık elini kaldırıyor.
661|Electronics (MDPI) dergisindeki No Pain Device makalesinin kapak sayfası, 2024, cilt 13, sayı 9, 1766.
662|Electronics (MDPI) dergisindeki A Smart App for the Prevention of Gender-Based Violence makalesinin kapak sayfası, 2026, cilt 15, sayı 1, 197.
663|Projenin teknolojileri, kurum ve şirketlerin kullanımına açık
664|Toplumsal cinsiyete dayalı şiddete karşı teknoloji · Politecnico di Bari'nin no pAIn™ projesi
665|Marka: kadın figürlü bir kalkan ve no pAIn & watch4help technologies, by no pAIn project engineering yazısı.
666|“Tecnologia contro la violenza di genere” (Toplumsal cinsiyete dayalı şiddete karşı teknoloji) afişi, Politecnico di Bari'nin no pAIn projesi: iki el, uygulamanın kalkanını gösteren bir akıllı telefonu tutuyor; altta eşler arası tam gizlilik, bulutsuz çevrim dışı yapay zekâ ve ses, dokunma ya da akıllı saatle hızlı etkinleştirme.
667|<strong>Fark ettirmeden sesle yardım istemek</strong>Telefonu yere fırlatılmıştır ama kadın kişisel bir anahtar sözcük olan “non farlo” (“yapma”) der: Proteggimi sesli komutu tanır ve yardım talebini gönderir. Bu sözler saldırgana alarm verildiğini anlatmaz; o kadar ki saldırgan olay yerinde kalır ve tutuklanır.
