ui.menu|Menu
531|AI help App listening for keywords: red STOP button.
532|AI help App settings: Telegram, SMS and call actions, with the Telegram chat ID.
533|Language choice in AI help App: Italian, English, French, German, Spanish, Turkish, Greek, Portuguese, Romanian, Polish, Dutch, Swedish.
534|<strong>Not a GPS tracker: a smart emergency button</strong>From the project's Instagram post. Poster in English.
535|<strong>Pairing in the app</strong>In AI help You the button appears among the connected devices, named AIhelpButton, next to the smartwatch.
536|Instagram post poster: button4help with AI help You, “Not a GPS tracker. A smart emergency button.” A young woman slips the button into her jeans pocket; below, the steps from alert to help and the features: innovative, discreet, lightweight, wearable, easy to use, always with you.
537|AI help You settings: personal keywords, speech recognition language and connected devices, with the Smartwatch and AIhelpButton options.
538|On iPhone some features are limited by Apple's rules: that is why the voice command goes through Siri, and SMS, WhatsApp and calls through the “Proteggimi” Shortcut. The Android apps, in their full version, offer all features.
539|Alert channels
540|General
541|Peer-to-peer technology: the alarm goes from your phone straight to your trusted contacts, with no account, login or proprietary cloud. The data minimisation principle applies: the developer states that no personal data is collected or shared with third parties; settings and contacts stay on the device.
542|External services provided by the app are still used to deliver alerts and determine the address.
543|Engineering reliability
544|Alerts delivered even with intermittent connectivity: automatic resending as soon as the network returns
545|Live location resumed automatically after any interruption, such as a restart or system optimisations
546|Continuous operation in the foreground, in the background and with the screen off, with the status always visible
547|Guided reactivation after restarts and updates, so the setup is never lost
548|Every feature verified through field tests on real smartphones and smartwatches
549|Actual operation depends on version, permissions, network and device.
550|Where it was born
551|At the Politecnico di Bari.
552|The project was born in the Department of Electrical and Information Engineering of the Politecnico di Bari, in the ELEDIGILAB laboratory of Electronics of Digital Systems and Applications.
553|Press coverage
554|They talked about it.
555|Newspapers and TV channels that have covered the no pAIn™ project.
556|<b data-no-i18n="">BariToday</b> · Article · 3 March 2026
557|Read the article ↗
558|<b data-no-i18n="">TG Norba</b> · TV report · 19 December 2024
559|The no pAIn™ project in the 7.30 news bulletin.
560|<b data-no-i18n="">La Gazzetta del Mezzogiorno</b> · Video · 17 December 2023
561|Watch the video ↗
562|<b data-no-i18n="">TVA · Acquedotto Pugliese</b> · Video
563|Preventing gender-based violence with artificial intelligence: interview with Prof. Eng. Agostino Giorgio.
564|Politecnico di Bari logo
565|Logo of the Department of Electrical and Information Engineering of the Politecnico di Bari
566|Logo of ELEDIGILAB, Laboratory of Electronics of Digital Systems and Applications
567|BariToday article about the help request app created at the Politecnico di Bari
568|TG Norba report in the 7.30 bulletin of 19 December 2024
569|La Gazzetta del Mezzogiorno page about the AI bracelet designed in Bari
570|Can they also be used for other emergencies?
571|Yes. no pAIn™ technology was created to prevent gender-based violence, but its mechanism, immediately alerting trusted contacts with your location, is useful in any emergency where it is hard to ask for help out loud or use the phone.
572|Asking for help from your smartphone or smartwatch without handling them: <span class="hl">it's possible</span>, with the digital4help™ technology of the no pAIn™ project.
573|<strong>digital4help™</strong>, the new era of digital protection: from university research labs straight into your devices.
574|no pAIn™ puts artificial intelligence at the service of prevention: discreet digital tools that protect you wherever you are and an app for every device, with companion apps for smartwatches.
575|Download the app for your device
576|Tap an image to enlarge it.
577|<b data-no-i18n="">La Gazzetta del Mezzogiorno</b> · Article · August 2026
578|Peer-to-peer technology and offline artificial intelligence serving safety: the article tells the story of the no pAIn™ project, born in the ELEDIGILAB laboratory of the Politecnico di Bari, and its two pillars, total privacy and asking for help even without touching the phone.
579|View on Instagram ↗
580|no pAIn project poster by Agostino Giorgio, Politecnico di Bari: a shield with a female figure, the list of the four apps (Proteggimi for Android in Italian, AI help You for Android in 12 languages, AIuto SOS – watch4help for Wear OS smartwatches, no pAIn for iOS) and, at the bottom, a smartwatch with the SOS button, a smartphone with the app and the button4help pendant worn around the neck.
581|<strong>no pAIn™ project: Technology that protects life</strong>The project and its apps in one poster, in English.
582|Free when it matters
583|In a moment of danger, <span class="hl">asking for help is free.</span>
584|All the apps are free to download, and in each one at least one way to raise the alarm with your location always stays free, even without a subscription.
585|Wear OS smartwatch
586|free, every feature
587|Completely free: no time-limited trial, no subscription and no in-app purchases. The alarm starts from your wrist, even without a smartphone.
588|Download now →
589|3 days
590|of full trial, then emergencies stay free
591|Proteggimi and AI help You
592|After the trial, the only thing that expires is starting from the Avvia button in Proteggimi or the Start button in AI help You. The emergency starts for free from the persistent notification, the quick button on the home screen, the smartwatch and, with AI help You, button4help™. Once started, the app also listens for your voice commands.
593|Download Proteggimi →
594|Download AI help You →
595|iPhone and Apple Watch
596|Always
597|free: the alarm with your location
598|The Telegram alert message with your current location and live location is always free, and it can also start from Apple Watch. Voice command, SMS, WhatsApp and phone call are added with a single in-app purchase, with no subscription.
599|All the details on what is free →
601|<strong>They are all free to download</strong> and in each one asking for help with your location stays free. <a class="link-arrow" href="versioni.html">What is free in each app →</a>
602|Free emergency
603|Download now
604|Scan the code with your phone camera or tap the badge.
605|Free in an emergency
606|<strong>3-day trial with every feature.</strong> After that, the emergency features stay free: the only thing that expires is starting from the app's Start button.
607|The emergency starts for free from the persistent notification, the quick button on the home screen, the smartwatch and button4help™
608|Once started this way, listening for voice commands turns on too
609|AI help You alerts the contacts you have set up. It does not contact public emergency services and does not replace them. After the 3-day trial it works for free in quick emergency mode: <a class="link-arrow" href="versioni.html">see Free and Premium</a>.
610|<strong>3-day trial with every feature.</strong> After that, the emergency features stay free: the only thing that expires is starting from the app's Avvia button.
611|The emergency starts for free from the persistent notification, the quick button on the home screen and the smartwatch
612|Free alarm
613|<strong>Always free: the alarm with your location.</strong> The Telegram alert message goes out with your current location and with live location for 30 minutes, also from Apple Watch.
614|With a single in-app purchase and no subscription, you add the voice command “Hey Siri, Help me”, SMS, WhatsApp, phone call and live location up to 24 hours.
615|All free
616|Completely free
617|<strong>Every feature is free.</strong> No time-limited trial, no subscription and no in-app purchases.
618|QR code to download AI help You from Google Play
619|Get it on Google Play
620|QR code to download Proteggimi from Google Play
621|QR code to download no pAIn from the App Store
622|Download on the App Store
623|QR code to download AIuto SOS from Google Play
624|QR code to download AI help App from Google Play
625|Asking for help <span class="hl">is always free.</span>
626|All the apps are free to download, and in each one at least one way to raise the alarm with your location stays free. AIuto SOS for Wear OS is entirely free; the Android apps have a 3-day full trial, after which the emergency features stay free; on iPhone the Telegram alarm with your location is always free.
627|Wear OS · AIuto SOS
628|Every feature included
629|No time-limited trial
630|No subscription and no in-app purchases
631|Standalone app for Wear OS smartwatches: it works even without a smartphone.
632|Android · Proteggimi and AI help You
633|3-day trial, then free emergencies
634|For 3 days the app is complete. After that, the emergency features stay free: the only thing that expires is starting from the Avvia button in Proteggimi or the Start button in AI help You.
635|Free start from the persistent notification and the quick button on the home screen
636|Free start from the smartwatch and, with AI help You, from button4help™
637|Once started, listening for voice commands is on
638|With Premium, starting from the Avvia/Start button is back too. Terms and price are shown on each app's Google Play page.
639|Alarm with location, always free
640|Telegram with your current location
641|Can also start from Apple Watch
642|A single in-app purchase, more features
643|Dedicated Wear OS app, free
644|¹ After the 3-day trial, without Premium the Avvia (Proteggimi) or Start (AI help You) button is inactive; the emergency starts for free from the quick emergency buttons.
645|² In Android Free, after starting from a quick emergency button.
646|Downloading them is free, and in every app asking for help with your location stays free. AIuto SOS watch4help™ for Wear OS is completely free. Proteggimi and AI help You for Android offer a 3-day full trial; after that the emergency features stay free and the only thing that expires is starting from the Avvia or Start button. On iPhone the Telegram alarm with your location, including live location and from Apple Watch, is always free; Siri, SMS, WhatsApp and phone call require a one-time purchase, with no subscription. <a href="versioni.html">See the comparison</a>.
600|<a class="link-arrow" href="https://apps.apple.com/app/id6756390159" target="_blank" rel="noopener">no pAIn™ ↗</a> for iPhone, in 12 languages
647|Site visits
648|<strong>One tap on the smartwatch, even with the phone on the floor</strong>During an assault, a tap on the watch is enough: Proteggimi alerts friends with the location, they call the police and help arrives in time. Fictional scenes, for demonstration purposes; the video has sound.
649|AI help You in two posters.
650|In pictures
651|Twelve languages, the button4help™ button and an alarm that starts with a simple press: the posters sum up what the app does and how to download it.
652|<strong>AI help You</strong>The poster in English: the QR code leads to the app on Google Play.
653|<strong>AI help You and button4help™</strong>Not a GPS tracker, but a smart emergency button. Infographic in English.
654|AI help You poster by Agostino Giorgio, Politecnico di Bari: the shield with the female figure, the QR code to download the app from Google Play and, at the bottom, a smartwatch with the SOS button, the smartphone with the app and the button4help pendant worn around the neck.
655|AI help You and button4help infographic: gender-based violence prevention app in 12 languages; not a GPS tracker but a smart emergency button; a hand presses the button; the steps alert sent, the friend receives the notification, immediate action; innovative, discreet, lightweight, wearable, easy to use, always with you.
656|<strong>From alert to help</strong>button4help™ with AI help You in an infographic, in English.
657|Vertical button4help infographic with AI help You: not a GPS tracker but a smart emergency button; a hand presses the button next to a handbag; the steps from alert to help; innovative, discreet, lightweight, wearable, easy to use, always with you.
658|The symbol image of the project · illustration
659|no pAIn: never oppressed protected by Artificial Intelligence nonviolence system, with the initials highlighted in color.
660|Illustration: a futuristic-looking woman raises her open hand bearing the words NO PAIN, among glowing circuits.
661|Title page of the article No Pain Device in the journal Electronics (MDPI), 2024, volume 13, issue 9, 1766.
662|Title page of the article A Smart App for the Prevention of Gender-Based Violence in the journal Electronics (MDPI), 2026, volume 15, issue 1, 197.
663|The project's technologies, available to organisations and companies
664|Technology against gender-based violence · the no pAIn™ project from the Politecnico di Bari
665|Brand mark: a shield with a female figure and the words no pAIn & watch4help technologies, by no pAIn project engineering.
666|Poster “Tecnologia contro la violenza di genere” (Technology against gender-based violence), the no pAIn project from the Politecnico di Bari: two hands hold a smartphone showing the app shield; at the bottom, total peer-to-peer privacy, offline AI without cloud and quick activation by voice, touch or smartwatch.
667|<strong>Asking for help by voice, without being found out</strong>Her phone has been thrown to the floor, but the woman says “non farlo” (“don't do it”), a personal keyword: Proteggimi recognises the voice command and sends the request for help. Those words don't let the attacker realise the alarm has gone off, so he stays there and is arrested.
668|Project conceived and developed by <strong>Prof. Eng. Agostino Giorgio</strong><br>Lecturer at the Politecnico di Bari
669|The three features of digital4help™
670|Total privacy, quick activation, artificial intelligence on board.
671|<b>Direct communication, with no middleman (P2P).</b> Asking for help does not go through proprietary services, control rooms or subscriptions to emergency services: the alarm goes from your device straight to one or two trusted contacts, chosen by you when you set up the app, together with your location. They are the ones who reach you or alert the police, calmly explaining every detail needed to step in — the calm you would not have while in danger.
672|<b>Quick activation, from several points.</b> In an emergency there is no time to take out the phone, unlock it and open the app. That is why every app offers several ways to set off the alarm: your voice, a button on the companion smartwatch app or the button4help™ button, an external device you keep on you. The alarm goes off even with the phone out of reach.
673|<b>Artificial intelligence that works offline.</b> The keywords are recognised by the artificial intelligence installed on the device, not by an online service: nothing is sent over the network to work out that you are asking for help, and the call for help goes out sooner.
674|<strong>The three features in one poster</strong>Total privacy, offline AI and quick activation. In English.
675|The button that sets off the alarm from a distance, once paired with the app. It is sold by an outside retailer.
676|Poster Technology against gender-based violence, no pAIn Project from Poliba: two hands hold a smartphone showing the app shield, the words No Trace and Safe Zone and, at the bottom, total privacy (P2P), offline artificial intelligence without cloud and quick activation by voice, touch, smartwatch or the button4help button.
677|<b>On its own it does not ask for help.</b> button4help™ is a Bluetooth button from a third-party manufacturer, not a no pAIn™ product: it becomes an emergency trigger only after being paired with the AI help You app on Android or the no pAIn™ (Proteggimi) app for iPhone, from version 59 onwards.
678|Before you buy it
679|On its own the button <span class="hl">does nothing.</span>
680|button4help™ is a plain Bluetooth button sold in an online shop: it has no SIM, no call centre behind it and it does not know your location. The emergency features come from the no pAIn™ app: the app recognises the device, accepts it as a trigger and, when you press it, starts messages, location and calls to your contacts.
681|Without pairing to the app, the button has no emergency function at all.
682|The apps that recognise it
683|<a class="link-arrow" href="prodotti.html#ai-help-you">AI help You ↗</a> for Android
684|<a class="link-arrow" href="prodotti.html#no-pain-ios">no pAIn™ (Proteggimi) ↗</a> for iPhone, from version 59 onwards
685|Pairing is done once, from the app, with a guided procedure of a few steps. Proteggimi for Android and AIuto SOS for Wear OS do not use the button.
686|AI help You (Android) and no pAIn™ (iPhone) from version 59, after pairing
687|Open AI help You on Android or no pAIn™ for iPhone, from version 59 onwards, and follow the guided pairing procedure: a few steps, once only. From then on the app recognises the button and accepts it as a trigger. Then run a test agreed with your contacts.
688|Buying it makes sense only if you use AI help You on Android or no pAIn™ for iPhone, from version 59 onwards: those apps are what turn it into an emergency trigger. On its own the button asks nobody for help.
689|From your device to your contacts, with no middleman
690|Peer-to-peer technology: calling for help does not go through proprietary services, control rooms or subscriptions to emergency services. The alarm, with your location, goes from your device straight to one or two trusted contacts that you choose when you set up the app.
691|They decide how to step in: reach you in person or alert the police, calmly describing every detail useful for the response. It is a calm that someone in danger cannot have.
692|No account, login or proprietary cloud. The principle of data minimisation applies: the developer states that no personal data is collected or passed on to third parties; settings and contacts stay on the device.
693|In the Android versions and in the supported languages, the keywords are recognised by the artificial intelligence installed on the device, not by an online service: nothing is sent over the network to work out that you are asking for help, and help is on its way sooner.
694|Sending the alerts, on the other hand, requires the connections the chosen channel needs: mobile data, SMS or phone service.
695|Quick activation
696|Several activation points, because there is no time
697|The apps are designed for emergencies, when there is no time to take out the phone, unlock it and look for the app. That is why every app offers several ways to send the request for help.
698|Voice commands, even with the screen off and the phone a few metres away
699|Emergency button in the app, quick button on the home screen and persistent notification
700|Companion app for smartwatches, or standalone app for Wear OS
701|button4help™, the external button to keep in a pocket, in a bag or around the neck
702|The button you keep in your pocket that sets off the alarm of AI help You and of no pAIn™ for iPhone, once paired with the app: on its own it has no emergency features. What it is, what it is not and where to buy it.
703|On its own it has no emergency function: it is a Bluetooth button from a third-party manufacturer and it becomes an alarm trigger only after being paired with the app, which is done once with a guided procedure. The apps that recognise it are AI help You for Android and no pAIn™ (Proteggimi) for iPhone, from version 59 onwards. It is sold on <a href="https://it.aliexpress.com/item/1005008509583971.html" target="_blank" rel="noopener">AliExpress</a>, by a third-party seller: no pAIn™ does not sell it. If you have doubts about compatibility with your phone, <a href="mailto:agostino.giorgio@poliba.it" data-mail="private">write to the designer</a>.
704|The Instagram frames are loaded from Instagram's servers: when you open the page, your browser connects to them.
705|Organisations
706|How the technology works →
707|no pAIn™ — Videos and demos
708|The videos of the no pAIn™ project: the location sent by the victim's phone, the app demos, the smartwatch and the button4help™ button.
709|Videos and demos
710|Seeing what happens <span class="hl">when the alarm goes off.</span>
711|All the videos of the project in one page: fictional scenes, filmed for demonstration, showing how the no pAIn™ apps ask for help in your place and what your contacts receive.
712|The video to watch first
713|The location is sent by your phone, <span class="hl">not by a control room.</span>
714|In a kidnapping, time is everything. In the usual chain you have to manage to call, explain where you are and wait for the control room to locate the phone. With no pAIn™ that part is not needed: the victim's own device sends the location, kept up to date, to those who must step in.
715|<strong>Assault and kidnapping: the alarm goes off with the location</strong>The reel is published on the project's Instagram profile. Fictional scenes, for demonstration purposes.
716|Why this detail can save a life
717|<b>No call to make.</b> Someone who is being attacked or taken away cannot call, speak and describe where she is. The alarm goes off with the voice, with a button or with button4help™, without saying a word to anyone.
718|<b>The location arrives ready to use.</b> Coordinates, address and map link leave the victim's phone and reach the trusted contacts, who can pass them straight to the police.
719|<b>The location keeps updating.</b> If the attacker moves, whoever is helping sees the route live: they are not chasing a point that is minutes old.
720|<b>The steps that cost time are skipped.</b> No control room needs to locate the phone: in a kidnapping, that time is the difference between arriving in time and arriving too late.
721|The app demos
722|Four situations, four ways of asking for help.
723|The voice, the smartwatch, the button in your pocket: each video shows a different activation point and what happens on the other side, when the contacts receive the alarm. The videos have sound.
724|More videos
725|The button4help™ reel and the Instagram profile.
726|On the project's profile you will find more short films, the posters and updates about the apps.
727|Open Instagram <span class="arr">↗</span>
728|no pAIn Instagram reel: assault and kidnapping, the alarm goes off with the location
729|Watch the videos <span class="arr">→</span>
730|The manual
731|The manual is already inside the app, on the watch
732|On the phone you can install the same guide as an app: <a class="link-arrow" href="https://play.google.com/store/apps/details?id=com.agiotech.aibutton" target="_blank" rel="noopener">open it on Google Play ↗</a>
733|From the guide on the phone you can also install the app on the watch, if you do not have it yet
734|The manual of Proteggimi for Android is a PDF in Italian: it opens in the browser and can be saved. The section on Telegram explains how to connect the contacts to the bot in a few steps. The duration of the live location changes from app to app: check the options of the app you installed.
735|Proteggimi manual, Android (PDF) <span class="arr">↗</span>
736|Telegram: how to connect your contacts (PDF) <span class="arr">↗</span>
737|Proteggimi manual for Android (PDF) ↗
